Date,SPY,EFA,EWJ,EEM,IYR,RWX,IEF,TLT,DBC,GLD
2007-02-05,110.00301361083984,49.87016296386719,46.53232955932617,29.40521240234375,53.29631042480469,32.79152297973633,58.302303314208984,57.382957458496094,22.522924423217773,64.30999755859375
2007-02-06,110.03336334228516,50.25857162475586,46.922821044921875,29.695545196533203,54.02669906616211,33.12961196899414,58.465999603271484,57.698368072509766,22.410917282104492,64.79000091552734
2007-02-07,110.2763671875,50.399200439453125,46.89027404785156,29.58094024658203,54.82087707519531,33.263877868652344,58.5941276550293,57.869205474853516,22.140233993530273,64.62999725341797
2007-02-08,110.13208770751953,50.19828796386719,46.304542541503906,29.423036575317383,54.40350341796875,33.243988037109375,58.608341217041016,57.91524124145508,22.653600692749023,65.5199966430664
2007-02-09,109.31189727783203,49.98400115966797,46.43471145629883,29.07158088684082,53.63251495361328,33.263877868652344,58.430423736572266,57.586639404296875,22.793611526489258,66.12000274658203
2007-02-12,108.93977355957031,49.789791107177734,46.40217590332031,28.872936248779297,52.73400115966797,32.99041748046875,58.352108001708984,57.45526123046875,22.364246368408203,65.66999816894531
2007-02-13,109.85867309570312,50.425994873046875,47.37838363647461,29.33135223388672,53.67308807373047,33.258907318115234,58.30937957763672,57.330345153808594,22.77494239807129,65.83999633789062
2007-02-14,110.5801010131836,51.109039306640625,48.159339904785156,29.96295738220215,53.34267807006836,33.810821533203125,58.64396286010742,57.875823974609375,22.466920852661133,66.37000274658203
2007-02-15,110.72444915771484,51.16931915283203,48.54981231689453,29.98077964782715,53.783233642578125,33.91025161743164,58.73653030395508,58.046661376953125,22.466920852661133,66.41000366210938
2007-02-16,110.6712646484375,51.149227142333984,48.51728057861328,30.049556732177734,53.59773635864258,33.88539505004883,58.80060577392578,58.250396728515625,22.858949661254883,66.36000061035156
2007-02-20,110.90666961669922,51.222900390625,48.354576110839844,30.128501892089844,54.04989242553711,33.950042724609375,58.87179183959961,58.381813049316406,22.606931686401367,65.30999755859375
2007-02-21,110.86109161376953,50.96171188354492,48.387115478515625,30.21763038635254,53.765846252441406,34.05942153930664,58.86466598510742,58.283267974853516,23.09229850769043,67.3499984741211
2007-02-22,110.77760314941406,51.18941879272461,48.51728057861328,30.141225814819336,53.493412017822266,34.273223876953125,58.71514129638672,57.96784591674805,23.40965461730957,67.1500015258789
2007-02-23,110.3447036743164,51.350120544433594,48.9402961730957,29.92475700378418,52.73400115966797,34.50693130493164,58.95004653930664,58.381813049316406,23.55900001525879,67.72000122070312
2007-02-26,110.24600219726562,51.376922607421875,49.26570510864258,29.91202163696289,52.39200210571289,34.22847366333008,59.1351432800293,58.769561767578125,23.624338150024414,68.0999984741211
2007-02-27,105.94002532958984,49.30764389038086,48.094261169433594,27.479839324951172,50.69350051879883,32.965553283691406,59.63347244262695,59.512142181396484,23.176305770874023,65.41000366210938
2007-02-28,107.02600860595703,49.6558723449707,48.0291748046875,28.16747283935547,51.08769989013672,32.781578063964844,59.427005767822266,59.242713928222656,23.530996322631836,66.4800033569336
2007-03-01,106.70703125,49.14692306518555,47.80139923095703,27.76253318786621,50.76887130737305,32.383811950683594,59.480587005615234,59.20512008666992,23.362985610961914,65.81999969482422
2007-03-02,105.30970764160156,48.48396301269531,47.02043533325195,27.50530433654785,49.719635009765625,31.77222442626953,59.673465728759766,59.50193786621094,23.14830207824707,63.709999084472656
2007-03-05,104.30730438232422,47.47944259643555,46.33708953857422,26.799848556518555,47.9573974609375,31.046276092529297,59.709129333496094,59.60087585449219,22.802947998046875,62.93000030517578
2007-03-06,106.0919418334961,48.952728271484375,47.44345474243164,27.976463317871094,49.60951232910156,31.921390533447266,59.63058090209961,59.42279052734375,23.017629623413086,64.1500015258789
2007-03-07,105.98560333251953,48.966121673583984,47.34583282470703,27.80582618713379,48.90229034423828,32.29927444458008,59.737728118896484,59.65365982055664,23.334983825683594,64.30000305175781
2007-03-08,106.88172912597656,49.54203414916992,47.76885986328125,28.52402114868164,49.684879302978516,32.41860580444336,59.73057174682617,59.60087585449219,23.3723201751709,64.4800033569336
2007-03-09,106.91210174560547,49.62237548828125,47.80139923095703,28.57496452331543,50.29351043701172,32.781578063964844,59.39495086669922,58.97422409057617,23.06429672241211,64.25
2007-03-12,107.07160186767578,49.94383239746094,48.1918830871582,28.715030670166016,50.5485954284668,33.01527404785156,59.55916976928711,59.20512008666992,22.84961700439453,64.37000274658203
2007-03-13,104.99076080322266,48.75181198120117,47.313297271728516,27.879688262939453,49.21532440185547,32.383811950683594,59.82344436645508,59.56134033203125,22.672271728515625,63.720001220703125
2007-03-14,105.77291870117188,48.771907806396484,46.89027404785156,28.108901977539062,49.44719314575195,31.747365951538086,59.744842529296875,59.29085922241211,22.71894073486328,63.939998626708984
2007-03-15,105.91724395751953,48.99290466308594,46.922821044921875,28.33810806274414,49.818172454833984,32.120269775390625,59.68058776855469,59.2842903137207,22.578929901123047,63.97999954223633
2007-03-16,105.62065887451172,49.053157806396484,46.89027404785156,28.096162796020508,49.539939880371094,32.009002685546875,59.673465728759766,59.27104187011719,22.63493537902832,64.62000274658203
2007-03-19,106.89395141601562,49.80989074707031,47.410919189453125,28.71249008178711,50.0384635925293,32.63272476196289,59.594871520996094,59.145751953125,22.7469425201416,64.73999786376953
2007-03-20,107.48102569580078,50.23179244995117,47.83393478393555,28.90095329284668,50.200809478759766,33.12669372558594,59.68058776855469,59.17869567871094,22.77494239807129,65.2699966430664
2007-03-21,109.24989318847656,51.303260803222656,48.354576110839844,29.766849517822266,50.90797805786133,33.88014602661133,59.76628112792969,59.20512008666992,22.812280654907227,65.81999969482422
2007-03-22,109.166015625,51.109039306640625,48.41966247558594,29.639514923095703,50.8674201965332,33.680545806884766,59.56631851196289,58.736724853515625,23.185638427734375,65.76000213623047
2007-03-23,109.32612609863281,51.22959518432617,48.484737396240234,29.77703857421875,50.85398483276367,33.66558837890625,59.47348403930664,58.57180404663086,23.19497299194336,65.1500015258789
2007-03-26,109.18128967285156,51.24967956542969,48.22440719604492,29.75921630859375,50.065311431884766,33.55083465576172,59.523475646972656,58.644351959228516,23.29764747619629,65.83999633789062
2007-03-27,108.92198944091797,51.021995544433594,48.0291748046875,29.62677764892578,49.650543212890625,33.33128356933594,59.50920104980469,58.54546356201172,23.362985610961914,65.69999694824219
2007-03-28,108.12911224365234,50.57331085205078,47.671234130859375,29.097042083740234,49.072200775146484,33.08179473876953,59.50202941894531,58.42670822143555,23.58700180053711,66.05000305175781
2007-03-29,108.2434310913086,51.01529312133789,47.73630905151367,29.675167083740234,49.33509063720703,33.35622024536133,59.41632080078125,58.347564697265625,24.04436683654785,65.6500015258789
2007-03-30,108.2663345336914,51.09564971923828,47.410919189453125,29.670082092285156,49.79658508300781,33.78034973144531,59.34489822387695,58.235382080078125,23.689672470092773,65.73999786376953
2007-04-02,108.38831329345703,51.22959518432617,47.15059280395508,29.873815536499023,50.38664627075195,33.95998764038086,59.410865783691406,58.33201599121094,23.456323623657227,65.8499984741211
2007-04-03,109.55487060546875,51.658172607421875,47.54107666015625,30.3627986907959,50.82478332519531,34.15458679199219,59.36069869995117,58.25925064086914,23.362985610961914,65.83000183105469
2007-04-04,109.67686462402344,51.87247085571289,47.899024963378906,30.553804397583008,50.49178695678711,34.1246337890625,59.4538688659668,58.318763732910156,23.624338150024414,66.80999755859375
2007-04-05,109.9742202758789,52.05997848510742,47.76885986328125,30.58182716369629,50.53265380859375,34.27433776855469,59.30329895019531,58.10030746459961,23.67100715637207,66.86000061035156
2007-04-09,110.12665557861328,52.01979064941406,47.703773498535156,30.757558822631836,50.49760818481445,34.27931594848633,59.03084182739258,57.7162971496582,23.42832374572754,66.52999877929688
2007-04-10,110.25630950927734,52.408203125,47.866485595703125,30.902719497680664,50.62614059448242,34.488895416259766,59.15273666381836,57.88845443725586,23.755014419555664,67.16000366210938
2007-04-11,109.80644226074219,52.153724670410156,47.671234130859375,30.617481231689453,49.948482513427734,34.10467529296875,59.08103561401367,57.848716735839844,23.717676162719727,67.08000183105469
2007-04-12,110.29439544677734,52.50196838378906,47.60616683959961,31.129390716552734,49.685611724853516,34.29429626464844,59.13841247558594,57.86193084716797,23.857685089111328,66.98999786376953
2007-04-13,110.79763793945312,52.67608642578125,47.21567916870117,31.282197952270508,50.22892379760742,34.17953109741211,59.038021087646484,57.68320083618164,23.98836326599121,67.83999633789062
2007-04-16,111.84979248046875,53.23189163208008,47.899024963378906,31.65402603149414,50.21721649169922,34.71842956542969,59.10259246826172,58.001007080078125,23.801685333251953,68.4000015258789
2007-04-17,112.14713287353516,53.238590240478516,47.60616683959961,31.483381271362305,50.93578338623047,34.528812408447266,59.35350799560547,58.32543182373047,23.55900001525879,68.0
2007-04-18,112.28439331054688,53.21849060058594,47.671234130859375,31.249082565307617,50.75465774536133,34.46894073486328,59.48974609375,58.616764068603516,23.56833267211914,68.37999725341797
2007-04-19,112.25392150878906,53.01760482788086,47.44345474243164,30.996959686279297,50.316532135009766,34.339202880859375,59.48260498046875,58.5174446105957,23.502994537353516,67.52999877929688
2007-04-20,113.31368255615234,53.627010345458984,47.63869857788086,31.36623191833496,50.86567687988281,34.553775787353516,59.41804885864258,58.36512756347656,23.82968521118164,68.69999694824219
2007-04-23,112.88668823242188,53.104671478271484,47.11806106567383,31.24144172668457,51.29798889160156,34.478912353515625,59.53990936279297,58.577056884765625,23.98836326599121,68.26000213623047
2007-04-24,112.93244934082031,53.07117462158203,47.0529670715332,31.236351013183594,50.947444915771484,34.22943115234375,59.65464401245117,58.795536041259766,23.661672592163086,67.7300033569336
2007-04-25,113.96937561035156,53.56672668457031,47.313297271728516,31.623456954956055,51.01755905151367,34.543792724609375,59.61875534057617,58.59033203125,24.128374099731445,67.88999938964844
2007-04-26,114.0989990234375,53.3189582824707,47.085514068603516,31.539411544799805,51.087646484375,34.35417175292969,59.44670104980469,58.16653823852539,23.96036148071289,66.87000274658203
2007-04-27,114.00745391845703,53.205108642578125,46.825199127197266,31.381511688232422,50.91826248168945,34.32921600341797,59.44670104980469,58.153324127197266,24.081701278686523,67.55999755859375
2007-04-30,113.06206512451172,53.010902404785156,46.46724319458008,30.775386810302734,49.94266128540039,34.254371643066406,59.704811096191406,58.76243591308594,23.867019653320312,67.08999633789062
2007-05-01,113.351806640625,52.95732879638672,46.46724319458008,30.897624969482422,49.67976760864258,34.13960647583008,59.707725524902344,58.80498504638672,23.913692474365234,66.69000244140625
2007-05-02,114.01509094238281,53.359127044677734,46.72757339477539,31.511396408081055,50.08868408203125,34.828189849853516,59.63578414916992,58.77173614501953,23.72701072692871,66.66000366210938
2007-05-03,114.63265991210938,53.43277359008789,46.79265594482422,31.776268005371094,50.28730392456055,34.9279899597168,59.57096481323242,58.638832092285156,23.839021682739258,67.48999786376953
2007-05-04,115.0672836303711,53.935035705566406,46.95536804199219,31.76607894897461,50.03611373901367,35.14753723144531,59.72208786010742,58.87805938720703,23.792348861694336,68.19000244140625
2007-05-07,115.09016418457031,54.015403747558594,47.18312454223633,31.972379684448242,50.082847595214844,35.332157135009766,59.77249526977539,59.03754425048828,23.680343627929688,68.25
2007-05-08,114.93763732910156,53.573421478271484,47.085514068603516,31.5572509765625,49.755699157714844,34.903038024902344,59.77249526977539,58.90463638305664,23.530996322631836,67.87999725341797
2007-05-09,115.25027465820312,53.868080139160156,47.671234130859375,32.06659698486328,50.33406066894531,34.942955017089844,59.57815170288086,58.67205047607422,23.40965461730957,67.44999694824219
2007-05-10,114.04559326171875,52.803306579589844,46.95536804199219,31.282197952270508,49.8316535949707,34.678504943847656,59.729331970214844,58.811607360839844,23.316312789916992,66.0
2007-05-11,115.02157592773438,53.69397735595703,47.313297271728516,32.0767822265625,50.38664627075195,35.16749954223633,59.60698318481445,58.60559844970703,23.661672592163086,66.44999694824219
2007-05-14,114.76991271972656,53.49306106567383,47.18312454223633,31.758438110351562,49.8608512878418,35.02777099609375,59.52058029174805,58.45273971557617,23.577667236328125,66.27999877929688
2007-05-15,114.8004379272461,53.586822509765625,46.79265594482422,31.79664421081543,49.189029693603516,35.12757110595703,59.51341247558594,58.43281173706055,23.811016082763672,66.54000091552734
2007-05-16,115.58576202392578,53.66717529296875,46.89027404785156,32.25761795043945,48.73334884643555,34.87308883666992,59.47743225097656,58.392974853515625,23.577667236328125,65.5999984741211
2007-05-17,115.3570327758789,53.39261245727539,46.49979019165039,32.14045715332031,47.85706329345703,34.5637321472168,59.31911849975586,58.153724670410156,23.773679733276367,65.05999755859375
2007-05-18,116.36341857910156,53.801109313964844,46.369632720947266,32.305999755859375,47.44229507446289,34.42901611328125,59.14630126953125,57.7682991027832,23.736343383789062,65.5199966430664
2007-05-21,116.30242156982422,53.5533332824707,46.369632720947266,32.36458969116211,47.76944351196289,34.38410186767578,59.22551345825195,57.94108581542969,23.969696044921875,65.66999816894531
2007-05-22,116.21092987060547,53.60021209716797,46.825199127197266,32.36967468261719,48.26601791381836,34.40407180786133,59.05998229980469,57.64203643798828,23.624338150024414,65.19999694824219
2007-05-23,116.22618865966797,53.8747673034668,46.89027404785156,32.3187370300293,47.88628005981445,34.47392654418945,58.94484329223633,57.47589111328125,23.736343383789062,65.54000091552734
2007-05-24,115.17401123046875,53.359127044677734,46.662498474121094,31.54195785522461,47.156036376953125,34.04978942871094,59.02397918701172,57.5290641784668,23.605669021606445,64.75
2007-05-25,115.65438079833984,53.70066452026367,46.46724319458008,32.02585983276367,47.4539794921875,34.05976867675781,58.95922088623047,57.39616775512695,23.895021438598633,64.94000244140625
2007-05-29,116.07371520996094,53.76762771606445,46.95536804199219,31.91634178161621,48.90278625488281,34.03981399536133,58.836822509765625,57.38950729370117,23.3723201751709,65.06999969482422
2007-05-30,117.01910400390625,53.99531936645508,47.0529670715332,32.24232864379883,50.15293884277344,34.254371643066406,58.894412994384766,57.509098052978516,23.596336364746094,64.72000122070312
2007-05-31,116.89713287353516,54.263187408447266,47.50853729248047,32.334014892578125,50.01858901977539,34.87308883666992,58.872840881347656,57.40279769897461,23.811016082763672,65.54000091552734
2007-06-01,117.47662353515625,54.61811065673828,47.76885986328125,33.141353607177734,49.99522399902344,34.977882385253906,58.61920166015625,57.101219177246094,23.98836326599121,66.44000244140625
2007-06-04,117.49186706542969,54.765419006347656,47.931556701660156,32.99364471435547,50.3106803894043,35.22239303588867,58.71315383911133,57.36147689819336,24.203046798706055,66.54000091552734
2007-06-05,117.02672576904297,54.48415756225586,47.866485595703125,32.879024505615234,49.44023895263672,34.91301727294922,58.5252571105957,57.00115203857422,24.109704971313477,66.37000274658203
2007-06-06,115.76872253417969,53.70066452026367,47.671234130859375,32.051326751708984,49.130615234375,34.22943115234375,58.55415725708008,56.974483489990234,24.100370407104492,66.41000366210938
2007-06-07,113.67963409423828,52.7832145690918,47.47600173950195,31.5572509765625,47.6117057800293,33.42109298706055,57.96882629394531,55.953758239746094,24.221712112426758,65.26000213623047
2007-06-08,115.15876007080078,53.359127044677734,47.703773498535156,32.11499786376953,48.39451599121094,33.45602035522461,58.07723617553711,55.907047271728516,23.792348861694336,64.22000122070312
2007-06-11,115.3570327758789,53.539939880371094,47.63869857788086,32.39004135131836,47.681827545166016,33.33128356933594,57.925472259521484,55.7469367980957,24.24971580505371,64.69999694824219
2007-06-12,114.0989990234375,52.58901596069336,47.02043533325195,31.82720375061035,46.67701721191406,32.74250030517578,57.51358413696289,54.93964385986328,24.184375762939453,64.0999984741211
2007-06-13,115.80684661865234,53.272071838378906,47.15059280395508,32.46391296386719,47.681827545166016,33.131690979003906,57.70148468017578,55.5934944152832,24.49239730834961,64.52999877929688
2007-06-14,116.54634857177734,53.66717529296875,47.21567916870117,32.97325134277344,47.19110107421875,33.176605224609375,57.71592330932617,55.4533805847168,24.72574806213379,64.5999984741211
2007-06-15,117.20954895019531,54.10246276855469,47.63869857788086,33.72456741333008,47.903812408447266,33.44574737548828,57.96882629394531,55.83365249633789,24.875091552734375,64.8499984741211
2007-06-18,117.07173156738281,54.40381622314453,47.54107666015625,33.7551155090332,47.19110107421875,33.3350830078125,57.93992614746094,55.720252990722656,24.875091552734375,64.94999694824219
2007-06-19,117.36266326904297,54.457374572753906,47.50853729248047,33.793331146240234,47.237823486328125,33.58158493041992,58.221736907958984,56.24065017700195,24.632410049438477,65.4800033569336
2007-06-20,115.73168182373047,53.81449508666992,47.18312454223633,33.50552749633789,46.3966064453125,33.20425796508789,58.033905029296875,55.78694534301758,24.660409927368164,64.70999908447266
2007-06-21,116.37490844726562,54.30335998535156,47.410919189453125,33.9232177734375,46.20963668823242,33.33003234863281,57.961612701416016,55.520084381103516,24.548402786254883,64.55999755859375
2007-06-22,115.27989196777344,53.5533332824707,46.95536804199219,33.474979400634766,46.034385681152344,33.00303268432617,58.1349983215332,55.88035583496094,24.49239730834961,64.77999877929688
2007-06-25,114.72859191894531,53.539939880371094,46.69504165649414,33.220298767089844,44.988685607910156,32.2986946105957,58.322914123535156,56.187259674072266,24.39905548095703,64.43000030517578
2007-06-26,113.54931640625,53.272071838378906,46.76011657714844,32.92995834350586,44.92442321777344,32.3741569519043,58.33739471435547,56.20057678222656,24.119037628173828,63.619998931884766
2007-06-27,115.16506958007812,53.6537971496582,46.85773468017578,33.39857864379883,45.9000244140625,32.474788665771484,58.33013153076172,56.25394821166992,24.081701278686523,63.66999816894531
2007-06-28,115.14971160888672,53.69397735595703,46.76011657714844,33.406211853027344,45.72071838378906,32.766571044921875,58.29400634765625,56.24065017700195,24.007030487060547,64.26000213623047
2007-06-29,115.18804931640625,54.089073181152344,47.21567916870117,33.52336502075195,45.6617546081543,32.69111633300781,58.5975341796875,56.82103729248047,23.98836326599121,64.2699966430664
2007-07-02,116.22941589355469,54.872589111328125,48.061710357666016,34.2033576965332,46.81184005737305,33.05332946777344,58.686763763427734,57.11971664428711,24.137706756591797,65.0199966430664
2007-07-03,116.65056610107422,55.13373565673828,47.96409606933594,34.47587203979492,46.593631744384766,33.06842803955078,58.512611389160156,56.77145767211914,24.165706634521484,64.73999786376953
2007-07-05,116.52798461914062,54.85918045043945,47.83393478393555,34.62867736816406,47.3426513671875,32.85210037231445,58.18617630004883,56.13523483276367,24.38972282409668,64.41999816894531
2007-07-06,117.140625,55.25429916381836,47.60616683959961,35.222068786621094,47.242393493652344,33.25960922241211,58.04841232299805,55.90754318237305,24.59507179260254,64.95999908447266
2007-07-09,117.23252868652344,55.388221740722656,47.60616683959961,35.56334686279297,47.419334411621094,32.972835540771484,58.258785247802734,56.108482360839844,24.5390682220459,65.37999725341797
2007-07-10,115.563232421875,54.71184539794922,47.703773498535156,34.86297607421875,45.9743537902832,32.57037353515625,58.65774917602539,57.059471130371094,24.716413497924805,65.61000061035156
2007-07-11,116.38256072998047,55.22751235961914,47.54107666015625,35.150760650634766,45.9743537902832,32.71625900268555,58.454627990722656,56.470088958740234,24.772418975830078,65.44000244140625
2007-07-12,118.22029113769531,55.99763107299805,47.866485595703125,35.92243957519531,46.55233383178711,32.987937927246094,58.28776931762695,56.27588653564453,24.837757110595703,66.0199966430664
2007-07-13,118.57246398925781,55.95744323730469,48.094261169433594,36.368125915527344,46.994659423828125,33.22943115234375,58.4183349609375,56.42993927001953,24.875091552734375,66.02999877929688
2007-07-16,118.55723571777344,55.830204010009766,47.99663543701172,36.01156997680664,46.73517608642578,33.093597412109375,58.65050506591797,56.97240447998047,24.43639373779297,65.81999969482422
2007-07-17,118.4959716796875,55.642704010009766,47.73630905151367,35.98356628417969,46.434383392333984,32.801788330078125,58.527156829833984,56.85184860229492,24.287052154541016,65.75
2007-07-18,118.28157043457031,55.44850158691406,47.50853729248047,35.542972564697266,46.180782318115234,32.75148010253906,58.737518310546875,57.066123962402344,24.56707000732422,66.62000274658203
2007-07-19,118.74098205566406,55.76322937011719,47.73630905151367,35.89697265625,46.334110260009766,32.801788330078125,58.73025131225586,57.05271530151367,24.651077270507812,67.01000213623047
2007-07-20,117.5387954711914,55.18731689453125,47.54107666015625,35.649940490722656,45.59100341796875,32.826961517333984,59.02043914794922,57.56842041015625,24.641740798950195,67.58000183105469
2007-07-23,117.898681640625,55.522159576416016,47.83393478393555,36.681392669677734,44.79475784301758,32.57539749145508,58.99870681762695,57.47465896606445,24.529733657836914,67.47000122070312
2007-07-24,115.85417175292969,54.685081481933594,47.671234130859375,35.425811767578125,43.64466094970703,31.921375274658203,59.15829849243164,57.68897247314453,24.343055725097656,67.47000122070312
2007-07-25,116.09161376953125,54.537750244140625,47.703773498535156,35.62956237792969,43.703636169433594,32.022003173828125,59.23805618286133,57.80280685424805,24.557735443115234,66.9000015258789
2007-07-26,113.34259796142578,52.72294998168945,46.85773468017578,33.81370162963867,42.700992584228516,30.68879508972168,59.7095832824707,58.285037994384766,24.29638671875,65.6500015258789
2007-07-27,111.11438751220703,51.99300765991211,46.40217590332031,33.37565231323242,41.52141189575195,30.115257263183594,59.825645446777344,58.45241165161133,24.529733657836914,65.41000366210938
2007-07-30,112.85253143310547,52.91713333129883,47.18312454223633,34.468223571777344,42.08171463012695,30.36178970336914,59.6733512878418,58.285037994384766,24.24971580505371,65.7699966430664
2007-07-31,111.58142852783203,52.850189208984375,46.95536804199219,33.762760162353516,41.52141189575195,30.73406982421875,59.91996383666992,58.70699691772461,24.445728302001953,65.79000091552734
2007-08-01,112.12507629394531,52.937232971191406,46.59741973876953,33.63034439086914,42.170188903808594,30.43724822998047,59.75390625,58.57984161376953,24.40839195251465,65.93000030517578
2007-08-02,113.02101135253906,53.097957611083984,46.369632720947266,34.002159118652344,42.78946304321289,30.588176727294922,59.797607421875,58.72776794433594,24.445728302001953,65.88999938964844
2007-08-03,110.11125183105469,52.14033508300781,45.718833923339844,32.53521728515625,41.2147216796875,30.130353927612305,60.18360137939453,59.117740631103516,24.1750431060791,66.69000244140625
2007-08-06,111.95667266845703,52.709537506103516,46.40217590332031,33.11587142944336,42.28813171386719,30.16053581237793,59.943267822265625,58.68745803833008,23.839021682739258,66.5199966430664
2007-08-07,113.15119934082031,52.89036178588867,46.304542541503906,33.36292266845703,42.45917892456055,30.638486862182617,59.93596649169922,58.64039611816406,23.969696044921875,66.4800033569336
2007-08-08,114.72859191894531,53.7475471496582,46.69504165649414,34.4835090637207,43.99854278564453,31.493741989135742,59.52089309692383,57.92765808105469,23.93235969543457,66.7699966430664
