"","H00908.CSI","H00909.CSI","H00910.CSI","H00911.CSI","H00912.CSI","H00913.CSI","H00914.CSI","H00915.CSI","H00916.CSI","H00917.CSI"
"2014-11-27",2272.7838,2186.4603,2374.2619,4656.3959,6315.3488,6451.0862,5253.0611,1727.1129,2284.7841,2085.3152
"2014-11-28",2272.8984,2196.6191,2396.5204,4681.9663,6295.4563,6408.6686,5486.7631,1726.9044,2328.578,2080.368
"2014-12-01",2310.3448,2219.6928,2394.1597,4700.3795,6442.5217,6505.8073,5484.359,1723.5378,2305.868,2093.8828
"2014-12-02",2358.5811,2253.0905,2441.7421,4789.1624,6494.6254,6577.0959,5849.4382,1745.3547,2358.9885,2137.4187
"2014-12-03",2407.346,2366.0773,2475.9633,4935.1873,6624.5932,6588.2102,5872.2807,1782.0773,2397.812,2183.0739
"2014-12-04",2591.0433,2442.0071,2533.5306,5037.1779,6803.0161,6731.9131,6287.375,1821.3428,2504.2813,2241.5502
"2014-12-05",2557.0615,2357.0248,2526.3722,4965.7726,6637.9483,6649.9102,6505.5211,1801.3313,2508.0975,2220.6607
"2014-12-08",2598.7017,2430.5659,2681.4076,5103.2252,6724.6583,6713.5272,6835.6809,1805.5754,2696.5941,2354.85
"2014-12-09",2446.1373,2370.0089,2603.9712,4953.1755,6660.1163,6548.0469,6407.2264,1726.2309,2523.4579,2267.8459
"2014-12-10",2493.1619,2466.5921,2739.8139,5228.4499,6951.8287,6775.4186,6570.8172,1795.2533,2626.897,2395.7439
"2014-12-11",2469.9184,2494.1393,2766.3394,5203.9415,6906.927,6724.3683,6362.3831,1812.7154,2589.5336,2441.3017
"2014-12-12",2478.0283,2502.9133,2788.5812,5183.5532,6940.8297,6740.433,6374.1541,1853.2631,2592.7615,2423.8995
"2014-12-15",2469.209,2484.1474,2864.8405,5228.3007,7015.0681,6838.5973,6377.6394,1896.2547,2607.6813,2431.8081
"2014-12-16",2530.9642,2506.4759,2890.8093,5200.3439,6917.8359,6809.0889,6782.2193,1881.5018,2637.7072,2456.3758
"2014-12-17",2502.4088,2457.4953,2895.4142,5149.4523,6796.1913,6683.9003,7139.1768,1859.8905,2731.2497,2469.9816
"2014-12-18",2541.233,2493.5844,2981.7977,5162.1509,6836.199,6624.7287,6950.0749,1864.4336,2756.6055,2501.8723
"2014-12-19",2637.4238,2563.985,3116.3294,5128.0243,6825.195,6545.4897,6965.5056,1828.9612,2801.9892,2637.806
"2014-12-22",2738.8005,2584.2725,3031.6107,5065.2749,6897.7724,6392.2027,7094.4206,1740.9498,2717.3446,2822.1331
"2014-12-23",2584.566,2484.429,2896.1757,5063.1982,6923.7869,6381.3488,6997.5508,1725.7559,2622.4269,2676.2621
"2014-12-24",2544.12,2458.3363,2852.8166,4992.8467,6876.9172,6395.6073,6614.8095,1752.9968,2586.7139,2657.8226
"2014-12-25",2609.8516,2518.5454,2999.7999,5031.8013,6934.0139,6426.6481,6904.1139,1778.7657,2654.2543,2724.3158
"2014-12-26",2656.7519,2552.0235,3058.3683,5120.6464,6996.0154,6502.6083,7312.7432,1787.6595,2695.3325,2738.9742
"2014-12-29",2657.2268,2554.7873,3092.0633,5065.0415,7013.3108,6443.8282,7364.8656,1748.626,2674.0015,2773.3199
"2014-12-30",2632.7953,2518.295,3024.886,4935.7491,6960.3267,6495.2616,7552.2563,1694.8591,2651.2628,2682.5708
"2014-12-31",2695.8486,2562.0161,3073.7117,5028.1843,7038.3888,6587.4218,7762.566,1720.8849,2674.6452,2769.4924
"2015-01-05",2936.1465,2727.5476,3143.9726,5300.0086,7383.3737,6708.2683,7881.9541,1763.4983,2778.1408,2897.5858
"2015-01-06",2920.7306,2688.5061,3207.2425,5451.5233,7417.815,6938.058,7737.7147,1820.1841,2833.9849,2876.8318
"2015-01-07",2955.9286,2725.5865,3222.1727,5410.4797,7312.1291,6865.302,7754.2164,1809.5902,2844.875,2879.3839
"2015-01-08",2899.8558,2671.2505,3155.9628,5381.9195,7293.6143,6841.0537,7474.5528,1813.66,2799.6948,2776.6037
"2015-01-09",2839.2814,2638.618,3138.6852,5306.5303,7193.929,6764.372,7521.1008,1823.0775,2764.2214,2723.3196
"2015-01-12",2762.3657,2603.6009,3049.3067,5391.6068,7169.042,6821.9037,7443.8035,1860.6623,2733.3222,2630.3955
"2015-01-13",2765.4048,2593.5895,3079.5777,5494.3261,7163.776,6890.1316,7347.7402,1926.28,2769.24,2633.8666
"2015-01-14",2722.2881,2537.6107,3048.5109,5384.1937,7050.2788,6863.8414,7422.9672,1903.578,2738.7074,2640.5253
"2015-01-15",2834.3399,2577.6699,3143.7846,5429.7405,7122.4154,6876.0321,7745.6922,1906.9934,2804.042,2709.511
"2015-01-16",2853.2571,2611.0238,3198.06,5488.4249,7182.3495,6936.1177,7757.293,1977.963,2824.7177,2727.8127
"2015-01-19",2601.0081,2437.4828,2961.0009,5179.6049,6809.7335,6719.3968,7011.3112,1916.0016,2593.6383,2493.1417
"2015-01-20",2648.2305,2506.7847,3054.8635,5376.7054,6979.497,6851.4582,6910.4029,2029.728,2696.1093,2536.6871
"2015-01-21",2753.5141,2599.229,3171.118,5530.1585,7159.8543,6988.83,7360.2758,2054.884,2784.5872,2622.2822
"2015-01-22",2771.837,2655.8889,3203.7197,5555.32,7159.9982,7054.1228,7368.3499,2068.8167,2821.2449,2623.9476
"2015-01-23",2763.2865,2645.9676,3181.43,5506.4487,7112.6966,6984.7779,7474.2038,2014.8083,2794.1494,2618.6369
"2015-01-26",2792.1235,2718.4345,3238.6716,5594.6469,7255.9209,7133.27,7459.969,2070.2254,2838.0804,2646.2154
"2015-01-27",2746.1615,2696.0863,3267.7533,5630.7683,7238.1187,7129.9398,7290.1481,2076.4684,2803.7218,2620.4319
"2015-01-28",2693.3872,2650.8024,3213.2998,5577.1819,7142.292,7066.56,7190.6116,2042.0247,2758.5133,2598.7938
"2015-01-29",2661.4705,2635.5555,3193.4813,5503.0935,7062.7062,6945.9415,7053.7731,2051.3593,2716.3959,2617.3639
"2015-01-30",2620.5808,2618.1254,3086.9948,5465.4229,7049.5461,6910.7613,6977.7068,2000.8321,2703.2529,2596.8398
"2015-02-02",2568.2545,2586.6245,2982.6147,5384.0603,6940.1962,6890.8628,6762.966,2016.7294,2658.2151,2506.578
"2015-02-03",2639.4346,2614.7045,3043.699,5510.478,7031.6708,6953.4245,6990.3116,2071.6484,2704.334,2538.4044
"2015-02-04",2611.3069,2610.8148,3041.4801,5472.7181,6994.3159,6852.4968,6865.6922,2060.478,2671.8322,2524.9235
"2015-02-05",2550.002,2556.534,2968.5564,5445.1092,6915.6191,6753.4754,6837.3725,2078.0517,2676.6107,2448.4901
"2015-02-06",2480.4802,2490.0896,2901.5195,5365.8522,6832.3709,6669.3964,6774.5037,2026.0677,2602.856,2353.057
"2015-02-09",2481.2813,2486.1201,2909.29,5358.7467,6963.9421,6695.5812,6922.4317,2018.8071,2586.558,2335.735
"2015-02-10",2517.0007,2537.1253,2977.3205,5486.4244,7029.8754,6747.4122,7025.0891,2085.6188,2627.8344,2392.5047
"2015-02-11",2514.3357,2546.1009,2991.9979,5563.9048,7116.173,6811.9419,7055.2425,2145.7201,2733.8475,2411.3992
"2015-02-12",2521.8166,2547.8583,3021.5533,5607.8613,7184.8282,6830.6782,7030.4308,2152.8167,2807.91,2424.7775
"2015-02-13",2547.9726,2582.4343,3054.3865,5663.3533,7244.5464,6901.8203,7060.8144,2167.0841,2816.2959,2463.3078
"2015-02-16",2563.8034,2602.4428,3084.4836,5826.7471,7314.9491,6964.8759,7032.3266,2263.8403,3008.3228,2469.3943
"2015-02-17",2562.491,2610.1479,3114.1477,5903.459,7293.9708,7007.9695,7089.2285,2249.303,3020.5255,2487.3491
"2015-02-25",2560.6848,2577.31,3105.5509,5838.091,7236.0648,7009.0703,6942.3384,2210.6643,2928.3817,2540.9951
"2015-02-26",2617.4203,2655.2366,3212.9155,5879.9947,7338.9673,7065.8385,7173.271,2228.7269,2951.9251,2591.1789
"2015-02-27",2636.0358,2680.6762,3228.458,5912.0168,7389.1608,7052.2677,7140.348,2251.7704,3072.831,2582.2805
"2015-03-02",2661.4535,2741.6393,3244.5391,6003.3746,7427.7872,7089.1386,7163.9256,2292.9148,3059.2482,2621.517
"2015-03-03",2581.4387,2711.9126,3185.0064,5874.4349,7314.8767,7037.9552,6896.4744,2244.8425,2971.1228,2572.6908
"2015-03-04",2617.0762,2715.3259,3188.1037,6023.2873,7452.9808,7250.4204,6881.233,2283.9617,3010.3855,2568.9669
"2015-03-05",2583.0623,2682.1908,3168.6102,5981.5231,7463.0264,7244.3279,6781.0699,2284.5002,2984.446,2508.9586
"2015-03-06",2586.8098,2706.9822,3168.8351,5846.0755,7430.336,7109.0498,6772.9638,2238.457,2925.5327,2510.4714
"2015-03-09",2620.0613,2724.1102,3209.109,5909.9128,7597.4004,7168.8798,6934.922,2267.8273,2954.3319,2551.125
"2015-03-10",2605.3896,2720.7942,3198.9845,5930.3025,7639.8193,7247.7373,6829.5514,2297.0425,2933.2311,2557.2148
"2015-03-11",2586.9156,2701.7001,3189.414,5981.8982,7619.6598,7202.4537,6872.272,2278.6264,2915.8875,2543.7638
"2015-03-12",2634.4354,2720.2433,3216.3288,6001.2585,7622.859,7215.2519,7140.4802,2279.171,2938.5573,2584.4855
"2015-03-13",2668.0868,2751.662,3251.7579,6063.349,7677.4529,7268.7937,7151.3834,2316.9585,2969.6202,2602.5174
"2015-03-16",2705.1413,2811.4521,3322.7141,6200.6158,7891.5524,7447.9906,7325.3928,2412.3759,3049.1147,2653.1211
"2015-03-17",2741.1424,2840.4792,3419.2987,6217.2404,7953.2234,7465.0273,7435.3747,2426.2824,3100.7431,2701.6204
"2015-03-18",2789.6806,2923.933,3505.8183,6387.4224,8085.914,7584.8333,7615.7449,2484.2582,3143.5936,2746.119
"2015-03-19",2802.9187,2956.6306,3570.6026,6375.0938,8015.7001,7541.6643,7517.4373,2501.1204,3175.0666,2772.5098
"2015-03-20",2791.582,2944.9485,3558.6787,6392.2357,8035.1809,7632.2818,7740.9656,2562.1976,3162.1116,2791.8071
"2015-03-23",2836.8916,3003.6767,3650.5471,6564.0112,8204.381,7723.1645,7849.1074,2659.2184,3257.8617,2879.4501
"2015-03-24",2801.622,3060.9526,3706.5017,6613.6697,8235.4768,7855.8845,7729.4543,2718.3564,3261.9994,2872.6866
"2015-03-25",2778.3388,3010.8697,3727.3603,6656.4627,8256.361,7917.4179,7575.5163,2721.5627,3224.6798,2803.8427
"2015-03-26",2878.5454,3003.7026,3782.4883,6573.8628,8373.8312,7834.4477,7624.2531,2617.9743,3203.3678,2807.725
"2015-03-27",2870.708,3029.501,3809.5038,6636.104,8339.4553,7882.2848,7658.3638,2653.8686,3221.9588,2806.698
"2015-03-30",2958.839,3083.3857,3977.5964,6721.1068,8443.2619,7994.5163,7961.7062,2649.1951,3317.8997,2874.4155
"2015-03-31",2895.1527,3044.2889,3902.1273,6713.4391,8361.5779,7952.2189,7886.5761,2700.8074,3259.4545,2833.4778
"2015-04-01",2930.6225,3083.1536,3974.191,6868.1235,8449.7563,8113.9322,8010.2736,2784.4621,3427.9546,2874.0798
"2015-04-02",2957.0145,3121.6536,3969.3435,6931.2821,8519.3694,8150.4054,7936.0843,2841.185,3418.3763,2870.7554
"2015-04-03",2950.7446,3167.3763,3994.6961,6986.4995,8595.8022,8226.1305,8061.6577,2869.2435,3416.3919,2892.2777
"2015-04-07",3030.8498,3230.2515,4087.0286,7061.3527,8844.8732,8457.0562,8246.9203,2902.517,3530.1274,2958.1748
"2015-04-08",3038.1026,3184.7117,4133.1029,6954.8785,8907.8147,8357.1283,8469.3265,2839.3946,3576.4904,2924.6106
"2015-04-09",2987.303,3133.9883,4105.5827,6822.0738,8776.6238,8327.9795,8450.5599,2830.7696,3493.4716,2891.3877
"2015-04-10",3041.1914,3194.2944,4169.7958,6939.4076,9025.9339,8567.8185,8602.4065,2917.8539,3554.4612,2927.1378
"2015-04-13",3105.9415,3245.479,4317.6451,6973.1225,9097.7218,8852.4451,8714.2928,2985.5515,3610.0884,2994.1572
"2015-04-14",3096.5452,3252.5939,4461.4087,6927.6484,9138.8099,8883.0415,8665.6705,2972.1246,3533.0194,3137.8111
"2015-04-15",3042.196,3159.9523,4500.3373,6749.4431,8874.3571,8606.7482,8620.4873,2838.3686,3479.7438,3060.7618
"2015-04-16",3167.3572,3224.9032,4650.2054,6926.8719,9311.4398,8761.0693,8888.1867,2867.6355,3673.6735,3173.0516
"2015-04-17",3317.9344,3312.4793,4940.268,7032.9533,9365.2117,8767.5956,8901.3944,2865.3725,3825.7917,3256.4181
"2015-04-20",3292.4907,3325.6521,5090.3386,6921.2825,9287.5661,8475.2709,8522.1805,2788.2137,4023.0441,3239.7627
"2015-04-21",3352.697,3417.7286,4958.4654,7227.6322,9784.46,8835.8511,8755.237,2891.2732,4179.1012,3315.4281
"2015-04-22",3419.7458,3512.4905,5018.5435,7389.9276,9912.9917,9040.1781,9066.0763,2948.0347,4207.0323,3504.9665
"2015-04-23",3461.1089,3648.9226,5034.1718,7501.2217,9827.0767,8993.4792,8939.3757,2974.1977,4419.4631,3504.8447
"2015-04-24",3432.1895,3623.6522,5131.1831,7529.1308,9816.7231,8995.8378,8677.0731,3003.4868,4472.0121,3463.495
"2015-04-27",3646.4058,3680.2227,5360.4404,7575.4847,9874.486,9133.178,8854.7646,2994.0067,4692.9954,3533.4422
"2015-04-28",3547.4615,3564.1389,5258.8107,7396.8087,9482.1472,8878.2368,8903.8935,2895.326,4698.0605,3440.8848
"2015-04-29",3535.9453,3629.8005,5262.4471,7558.7406,9637.0269,9040.714,8889.9521,2999.8328,4763.8412,3417.5094
"2015-04-30",3436.5474,3563.0897,5294.271,7547.0282,9588.6857,9013.309,8793.3003,3030.2791,4676.812,3507.2795
"2015-05-04",3465.5693,3631.8478,5364.9582,7583.2288,9683.9123,9003.5669,8804.9293,3005.5534,4761.9634,3758.9352
"2015-05-05",3367.9802,3449.2516,5166.8213,7246.7932,9313.4932,8853.6704,8465.5766,2888.3574,4391.4041,3537.962
"2015-05-06",3266.0103,3366.5976,4964.266,7209.6428,9224.562,8829.788,8521.9458,2922.3554,4362.5573,3424.4296
"2015-05-07",3112.9169,3278.0161,4713.0398,7177.3216,9175.0867,8669.0178,8500.6459,2902.5269,4259.8257,3205.3369
"2015-05-08",3177.3477,3347.0287,4869.6106,7388.0713,9422.0519,8905.3547,8507.2397,3091.7191,4428.185,3284.4299
"2015-05-11",3267.4232,3454.9349,5026.9353,7647.9398,9626.7125,9182.3256,8676.8492,3276.3282,4570.474,3419.3741
"2015-05-12",3278.3143,3490.8318,5147.148,7732.3286,9726.7819,9247.6885,8717.8175,3320.9931,4714.5025,3581.3781
"2015-05-13",3216.8782,3508.8003,5067.7417,7829.1829,9861.689,9282.6223,8606.5608,3331.4682,4758.9259,3484.994
"2015-05-14",3254.9253,3588.1636,5024.3712,7769.3858,9765.0183,9198.1195,8560.8197,3308.4424,4740.2881,3526.0958
"2015-05-15",3139.776,3543.8541,4991.4598,7656.1035,9602.6616,9038.6742,8339.5385,3322.2021,4581.8293,3428.2637
"2015-05-18",3095.42,3486.3028,4961.1765,7652.699,9519.2516,9209.2712,8154.2603,3413.7499,4617.9838,3404.9952
"2015-05-19",3190.0123,3565.0677,5129.948,7871.8994,9777.7632,9419.2645,8522.5015,3478.8734,4709.5491,3494.745
"2015-05-20",3183.4781,3584.9915,5192.2289,7989.4498,9860.1387,9469.4432,8496.0445,3530.1861,4744.456,3508.9444
"2015-05-21",3238.8738,3633.3264,5311.3937,8267.4409,10214.5833,9845.8924,8527.1383,3629.3836,4896.164,3560.7087
"2015-05-22",3370.9785,3733.5329,5418.1397,8363.3728,10451.9883,9936.6135,8796.6836,3628.6924,4948.1814,3668.9806
"2015-05-25",3467.654,3849.9073,5673.7685,8516.2413,10855.2156,10243.2582,9019.1319,3677.2942,5101.3636,3810.0288
"2015-05-26",3525.5106,3920.2494,5812.2134,8825.5934,11042.6217,10459.1561,9093.9529,3834.7824,5224.5737,3867.9441
"2015-05-27",3596.3218,4010.7547,5765.0013,8745.3248,11076.9827,10558.5867,8998.7521,3842.8556,5119.9987,3970.2049
"2015-05-28",3314.7214,3728.7897,5380.4857,8184.4544,10401.8525,9873.7346,8368.4206,3617.6304,4852.1175,3722.7151
"2015-05-29",3264.7829,3749.3992,5370.0205,8241.4708,10310.7416,10217.534,8330.246,3704.2898,4818.0448,3735.919
"2015-06-01",3455.059,3918.8733,5626.797,8611.1987,10804.5773,10826.3692,8707.9045,3921.4346,5012.7673,3990.924
"2015-06-02",3497.5456,3988.3947,5775.2624,8852.7473,11044.8067,10970.23,8711.7158,4084.8224,5214.6157,4107.2429
"2015-06-03",3484.4638,3967.7203,5756.1341,8859.0438,10878.2263,10843.741,8742.2669,4044.7132,5190.1505,4026.1997
"2015-06-04",3618.5452,4012.8005,5700.8097,8799.7909,10692.3816,10747.5416,9009.9943,3978.0005,5133.7927,4050.7305
"2015-06-05",3671.6088,4159.74,5883.4602,8863.211,10762.9149,10785.1647,8971.7275,3936.856,5175.9263,4166.0376
"2015-06-08",3765.2228,4166.0689,5961.2366,8938.8515,10979.4101,10708.56,9444.2493,3861.2787,5262.5922,4241.481
"2015-06-09",3866.9334,4202.8473,5866.2082,8963.9057,10974.4305,10564.6993,9289.4526,3871.0661,5315.6902,4320.0672
"2015-06-10",3822.2834,4178.1159,5764.5096,9160.1892,11196.4821,10763.9094,9204.4734,3999.6041,5295.4712,4224.6234
"2015-06-11",3771.2609,4202.8466,5745.0107,9200.76,11281.708,10932.3162,9147.1468,4070.3092,5252.9482,4192.55
"2015-06-12",3831.5755,4222.792,5745.8183,9286.3229,11480.9941,11019.8535,9173.5402,4063.2178,5290.7304,4298.2594
"2015-06-15",3734.4245,4196.649,5658.5065,9143.9774,11278.7798,10830.7915,8933.4515,3889.9643,5059.74,4281.3798
"2015-06-16",3629.1125,4005.3141,5356.2318,8916.874,11000.5764,10577.5497,8816.5688,3752.8134,4721.8629,4113.6658
"2015-06-17",3737.1987,4089.8124,5455.883,8989.5434,11050.0895,10669.9867,8863.4244,3876.7878,4861.3731,4342.247
"2015-06-18",3605.0841,3961.2944,5263.5928,8689.1643,10564.4156,10302.2566,8477.7725,3637.6178,4611.1237,4203.8762
"2015-06-19",3373.4282,3670.3692,4906.5405,8143.8972,9822.0703,9751.4416,8057.0051,3459.5616,4216.7005,3965.5918
"2015-06-23",3488.731,3728.3696,5099.0358,8339.1208,10235.1935,10128.9112,8359.0439,3516.3312,4359.7611,4090.66
"2015-06-24",3655.1672,3842.7563,5233.8304,8485.2423,10528.6515,10248.0358,8441.2747,3547.2008,4498.0824,4297.4507
"2015-06-25",3491.1474,3692.8353,5038.7996,8143.5208,10188.6557,9738.1459,8221.5621,3322.8212,4267.1537,4226.27
"2015-06-26",3263.2608,3387.0784,4593.635,7501.5506,9425.4099,8890.2567,7651.3503,2998.8224,3840.7272,3927.7196
"2015-06-29",3295.2787,3237.5735,4360.2879,7202.1769,9171.906,8554.1999,7511.4356,2779.2122,3557.3426,3873.9248
"2015-06-30",3389.9075,3432.5721,4642.2234,7680.2099,9746.9774,9257.3754,8066.0513,3010.7954,3888.4553,3996.7469
"2015-07-01",3234.0131,3246.2125,4331.4557,7333.446,9370.6183,8980.416,7701.1923,2882.2226,3821.3971,3759.2398
"2015-07-02",3129.6909,3043.0463,4050.9125,7037.7325,8954.1346,8583.5031,7673.1034,2740.6641,3709.6046,3506.434
"2015-07-03",2920.2332,2854.8518,3757.9208,6657.2594,8494.7185,8339.9293,7346.8499,2638.3181,3513.2231,3271.433
"2015-07-06",2954.466,2872.2167,3791.3151,6701.8405,8736.2347,8518.4024,7834.8364,2532.2978,3618.3872,3266.8121
"2015-07-07",2938.4143,2743.6977,3665.0765,6335.8994,8353.5565,7947.9748,8018.4852,2345.8118,3439.3022,3193.7872
"2015-07-08",2698.9097,2574.5536,3415.736,5998.7224,7816.1883,7471.6384,7390.8961,2308.3975,3175.2201,2983.5065
"2015-07-09",2874.9036,2743.1275,3695.1944,6354.3825,8423.6783,7965.1708,7850.612,2375.7755,3330.1677,3173.9044
"2015-07-10",3013.6658,2931.3346,4005.5996,6749.9022,9061.3431,8554.7463,8135.7169,2449.8636,3480.4199,3383.4579
"2015-07-13",3083.691,3078.7219,4237.6139,7102.7965,9366.3501,9107.8068,8030.4034,2631.3148,3471.0292,3595.5964
"2015-07-14",2985.7815,2969.6276,4111.6131,7011.6379,9136.7259,9028.2419,7769.0865,2714.5377,3446.9153,3519.4846
"2015-07-15",2949.6768,2832.5979,3864.3498,6661.5747,8782.5286,8450.1498,7687.4441,2555.6969,3467.8134,3285.9877
"2015-07-16",2952.3339,2886.5985,3966.9008,6756.4385,8936.9216,8689.3858,7625.4212,2579.4381,3505.0961,3352.9576
"2015-07-17",3023.7,3023.4887,4194.4207,7068.6348,9322.8113,9101.3865,7801.2686,2741.4898,3736.5721,3483.8086
"2015-07-20",3055.8048,3024.9093,4274.1495,7122.1563,9255.1293,9049.5826,7727.2587,2803.1812,3830.6586,3493.143
"2015-07-21",3044.3782,3056.9954,4348.3566,7163.145,9258.8037,9133.6018,7663.2026,2798.0595,3916.9748,3502.2333
"2015-07-22",3089.7334,3057.2895,4356.3585,7133.3479,9280.3722,9098.6591,7572.8684,2865.1732,4006.5658,3540.5942
"2015-07-23",3125.7381,3157.808,4464.3719,7312.4079,9447.0982,9343.8619,7730.6427,2929.7072,4159.6505,3590.7999
"2015-07-24",3147.0184,3108.9026,4398.4994,7147.9355,9301.6037,9176.332,7587.3708,2829.7941,4113.669,3571.9755
"2015-07-27",2886.1098,2847.4772,4002.797,6563.3108,8491.4016,8379.5807,6934.1978,2597.934,3744.3304,3314.7599
"2015-07-28",2795.3493,2791.2952,3879.2037,6553.5023,8553.0126,8581.6205,7070.0864,2517.0334,3679.5786,3315.6415
"2015-07-29",2872.0752,2925.0283,4128.1964,6779.503,8855.0954,8913.9214,7102.1766,2652.9913,3915.3307,3461.1414
"2015-07-30",2806.967,2833.8994,4025.0333,6553.6096,8605.0767,8548.551,6903.0447,2558.4604,3783.6554,3365.8967
"2015-07-31",2764.8211,2866.2915,3960.0683,6605.3381,8700.1324,8727.3409,6913.7984,2564.5966,3725.9067,3375.8385
"2015-08-03",2757.6711,2922.5236,3869.7776,6658.9747,8804.4712,8868.062,7035.0407,2458.051,3608.5782,3429.128
"2015-08-04",2839.7064,3015.6231,4086.8141,6847.6658,9053.9918,9174.7821,7138.2041,2604.9417,3825.7907,3518.8605
"2015-08-05",2779.2409,2969.2823,4048.4971,6703.9817,8845.9323,8979.6275,6967.6599,2525.1771,3721.5523,3437.5077
"2015-08-06",2766.2868,2942.2688,4006.2209,6688.4637,8753.8228,8853.4988,6900.4207,2502.7351,3653.025,3405.97
"2015-08-07",2820.8218,3000.8569,4120.9285,6817.1566,8899.9374,9002.0316,6988.2291,2598.6733,3770.715,3461.2103
"2015-08-10",2972.7798,3148.6323,4384.0623,7055.6381,9225.3459,9369.4313,7254.3015,2735.1653,4049.677,3603.286
"2015-08-11",3015.0969,3186.3494,4348.3484,7116.4971,9213.5163,9259.5333,7169.5858,2730.7033,4048.4777,3593.2784
"2015-08-12",2999.0067,3145.6596,4320.4035,7034.5634,9127.6864,9058.4592,7059.3029,2674.2595,4036.9667,3574.3946
"2015-08-13",3018.6109,3227.4836,4401.1085,7218.13,9207.2039,9124.3573,7098.7183,2751.7701,4084.6763,3674.4188
"2015-08-14",3028.3968,3192.8652,4377.8176,7243.2175,9233.1747,9142.3931,7113.9093,2739.3556,4119.5365,3689.1791
"2015-08-17",3026.9485,3269.3589,4415.0485,7273.2681,9350.1658,9311.0744,7018.0432,2734.4161,4153.6451,3744.4904
"2015-08-18",2843.095,3020.2622,4067.2128,6825.8357,8801.0656,8875.9602,6688.9848,2524.61,3741.209,3476.4869
"2015-08-19",2836.2969,3116.8084,4121.6911,6920.6246,8959.3204,9135.4579,6757.1062,2605.3986,3930.612,3526.7636
"2015-08-20",2747.6315,3030.037,3916.4214,6686.7927,8721.4426,8778.6353,6568.3406,2547.5254,3965.9752,3444.9016
"2015-08-21",2645.1735,2898.1697,3742.9521,6328.4381,8383.8543,8349.7148,6299.4149,2362.8675,3735.6991,3316.5137
"2015-08-24",2423.6957,2646.7818,3422.2438,5809.4797,7682.7106,7550.5003,5723.8597,2147.0797,3377.1253,3085.068
"2015-08-25",2198.9677,2416.8591,3147.5852,5439.4202,7370.0127,6998.2619,5351.8784,1955.3414,3051.6081,2890.2603
"2015-08-26",2131.0337,2312.9594,3002.7632,5486.3244,7470.5021,7108.2253,5497.3,1836.6066,2899.6334,2837.1443
"2015-08-27",2216.7464,2400.6751,3188.8966,5742.5658,7870.7894,7487.2538,5900.2196,1930.121,3099.5419,2947.3338
"2015-08-28",2348.7868,2546.3943,3420.7142,5983.0788,8072.9091,7827.6321,6025.2998,2063.1894,3344.0351,3079.9585
"2015-08-31",2358.8754,2535.2524,3504.5734,5915.6833,8042.6688,7763.2409,6111.3602,2021.9154,3395.7316,3131.0449
"2015-09-01",2409.2514,2531.0131,3429.2117,5776.4225,8009.372,7624.3448,6228.1753,1968.4556,3317.8947,3169.0625
"2015-09-02",2355.3343,2517.0574,3420.3886,5756.5684,8013.079,7672.8529,6272.7878,1951.4918,3281.8547,3221.9999
"2015-09-07",2298.9283,2466.8141,3310.1223,5627.1337,7755.1095,7549.8559,5962.5799,1944.4492,3186.1707,3113.7252
"2015-09-08",2347.2375,2518.9787,3387.0698,5769.9259,7893.3177,7874.8791,6108.9576,2035.7693,3257.9321,3184.4877
"2015-09-09",2416.2918,2591.1349,3463.2552,5902.075,8012.4316,7976.7143,6200.4627,2107.0406,3345.125,3219.6285
"2015-09-10",2374.2942,2521.9881,3417.6006,5790.2191,7938.4949,7931.4475,6182.2001,2033.442,3278.5775,3156.5274
"2015-09-11",2357.6945,2507.3577,3407.6074,5795.4739,7909.04,7840.4561,6153.2486,2054.7398,3271.3276,3143.841
"2015-09-14",2297.5611,2414.8332,3332.2643,5560.5443,7858.2186,7630.8112,6169.9109,1875.6758,3152.4594,3055.7515
"2015-09-15",2232.4076,2251.8966,3141.4089,5319.9248,7642.9051,7314.9839,6033.732,1736.007,2962.8586,2948.1226
"2015-09-16",2350.6296,2396.3315,3350.3777,5657.3558,7997.6095,7820.3436,6200.2276,1898.6933,3157.4494,3097.1987
"2015-09-17",2300.6123,2319.5343,3299.9088,5495.142,7768.1351,7587.9156,6074.1177,1870.3602,3075.5474,3033.9015
"2015-09-18",2301.2365,2317.2465,3327.8487,5553.1702,7812.8641,7592.8665,6080.6448,1910.9065,3103.4749,3003.6549
"2015-09-21",2332.8482,2359.9043,3434.7243,5673.5814,7924.3021,7744.8905,6110.7059,2020.3757,3206.7831,3006.3359
"2015-09-22",2357.7071,2378.3482,3442.8653,5707.0035,7969.4285,7797.6084,6218.5329,2029.3096,3245.3659,2973.8592
"2015-09-23",2282.5021,2314.9668,3360.5441,5590.1588,7816.5437,7653.3397,6075.8481,2005.098,3158.9462,2887.3774
"2015-09-24",2305.8856,2338.9901,3395.6764,5646.3479,7847.8349,7729.8936,6087.8224,2037.1896,3189.2257,2896.9095
"2015-09-25",2281.0557,2287.725,3303.0737,5508.0358,7746.6124,7539.5125,6075.2698,1942.137,3149.6699,2839.8325
"2015-09-28",2269.5947,2297.011,3308.4614,5603.8712,7756.7945,7598.6511,6049.298,2011.6047,3140.7959,2842.4961
"2015-09-29",2204.2349,2233.2155,3214.6554,5492.9316,7692.961,7424.5442,5957.5034,1973.6443,3056.2309,2790.5158
