"","H00908.CSI","H00909.CSI","H00910.CSI","H00911.CSI","H00912.CSI","H00913.CSI","H00914.CSI","H00915.CSI","H00916.CSI","H00917.CSI"
"2009-06-12",3643.534,2942.464,2548.411,3147.846,4287.539,3857.5,4618.08,1374.79,2529.135,2183.22
"2009-06-15",3632.023,2933.701,2573.424,3227.848,4456.6,3887.356,4804.174,1387.935,2544.894,2186.648
"2009-06-16",3625.553,2954.476,2573.161,3236.357,4475.085,3886.815,4774.082,1383.572,2532.566,2183.606
"2009-06-17",3675.936,2992.568,2608.514,3281.323,4500.973,3912.677,4883.365,1393.375,2569.208,2209.875
"2009-06-18",3815.539,3016.278,2647.883,3291.976,4531.923,3947.216,4976.325,1402.587,2611.435,2213.017
"2009-06-19",3782.381,3002.098,2680.236,3301.709,4543.551,4011.153,5045.357,1396.004,2644.927,2248.92
"2009-06-22",3756.902,3033.162,2670.221,3274.575,4454.7,3920.604,5076.314,1395.587,2657.614,2268.961
"2009-06-23",3683.723,3056.008,2669.39,3260.089,4429.916,3902.347,5103.573,1381.941,2677.021,2264.294
"2009-06-24",3825.796,3179.136,2724.031,3319.789,4447.306,3925.781,5073.334,1388.281,2701.669,2296.609
"2009-06-25",3791.197,3171.946,2697.185,3323.069,4487.309,3903.483,5096.118,1377.57,2679.183,2282.564
"2009-06-26",3829.439,3151.824,2695.074,3312.746,4493.304,3935.005,5152.167,1387.826,2649.38,2265.695
"2009-06-29",3983.92,3161.617,2735.243,3339.608,4683.353,3949.086,5240.746,1386.312,2661.446,2296.673
"2009-06-30",3989.418,3165.138,2709.152,3325.475,4653.287,3959.337,5216.413,1363.771,2687.445,2263.102
"2009-07-01",4051.375,3210.073,2736.601,3360.294,4659.098,4000.626,5422.397,1376.745,2712.937,2280.636
"2009-07-02",4195.811,3243.806,2768.958,3378.155,4697.421,4061.933,5499.13,1383.82,2746.875,2286.899
"2009-07-03",4325.314,3227.601,2779.101,3424.609,4699.145,4122.573,5622.139,1377.871,2699.41,2320.532
"2009-07-06",4365.275,3335.709,2809.648,3455.397,4703.169,4120.922,5693.3,1381.419,2797.328,2355.043
"2009-07-07",4278.863,3323.585,2804.31,3470.752,4765.086,4217.005,5563.641,1390.132,2860.057,2379.288
"2009-07-08",4393.465,3337.787,2815.919,3490.035,4746.987,4284.658,5560.881,1393.745,2829.675,2360.324
"2009-07-09",4432.074,3388.39,2876.178,3590.651,4846.762,4330.286,5600.543,1436.508,2886.35,2383.065
"2009-07-10",4393.521,3404.257,2884.747,3633.954,4919.773,4336.477,5584.607,1445.083,2889.991,2379.65
"2009-07-13",4268.236,3355.271,2923.941,3643.56,5028.017,4418.377,5455.982,1466.964,2862.091,2388.314
"2009-07-14",4368.363,3431.88,2979.468,3719.039,5111.062,4501.904,5660.73,1483.064,2950.278,2446.502
"2009-07-15",4500.886,3541.408,3031.211,3726.714,5064.161,4502.017,5675.167,1490.884,2957.821,2478.992
"2009-07-16",4484.395,3553.33,2994.719,3681.576,5037.093,4420.135,5763.998,1473.662,2894.69,2447.467
"2009-07-17",4606.614,3655.624,3011.307,3666.624,5008.758,4399.979,5739.22,1502.412,2901.163,2449.886
"2009-07-20",4842.149,3795.016,3081.024,3748.431,5032.026,4455.376,5777.311,1542.407,3000.506,2510.913
"2009-07-21",4732.24,3710.476,3014.652,3660.332,5015.532,4416.479,5747.574,1507.546,2937.342,2454.579
"2009-07-22",4996.251,3777.477,3058.08,3706.012,5044.836,4495.441,5838.653,1520.077,2978.183,2486.103
"2009-07-23",5043.498,3787.023,3067.821,3742.137,5083.179,4517.819,5948.119,1535.14,3066.681,2571.902
"2009-07-24",5218.605,3841.398,3069.624,3714.967,5044.854,4491.317,5944.731,1508.198,3111.682,2558.89
"2009-07-27",5240.301,4041.433,3139.857,3756.512,5139.492,4569.832,6043.009,1544.375,3141.84,2582.252
"2009-07-28",5137.909,4123.163,3193.275,3764.849,5193.134,4567.35,6025.251,1584.143,3124.402,2598.261
"2009-07-29",4851.833,3853.913,2986.592,3566.895,4957.709,4351.591,5755.045,1493.461,2991.37,2485.418
"2009-07-30",4920.835,3925.903,3030.639,3568.195,5001.698,4363.646,5930.468,1544.957,3199.939,2519.01
"2009-07-31",5059.741,4114.017,3127.009,3654.37,5079.362,4495.006,6039.689,1581.556,3221.187,2655.217
"2009-08-03",5126.833,4304.72,3200.564,3664.412,5272.775,4554.426,6026.279,1607.92,3225.453,2725.578
"2009-08-04",5345.738,4343.068,3231.969,3716.782,5292.477,4593.527,5910.135,1603.118,3154.997,2719.618
"2009-08-05",5165.213,4296.596,3259.857,3720.808,5460.585,4617.738,5773.085,1598.074,3112.758,2716.974
"2009-08-06",4963.755,4121.28,3194.67,3698.339,5375.367,4608.689,5693.913,1573.434,3081.269,2677.332
"2009-08-07",4757.755,3927.596,3081.011,3588.969,5224.618,4558.418,5588.566,1522.899,3039.511,2590.182
"2009-08-10",4732.827,3972.821,3097.398,3611.54,5202.044,4634.246,5505.702,1528.285,3082.915,2585.693
"2009-08-11",4795.027,3932.534,3098.768,3662.579,5312.839,4590.3,5528.493,1543.207,3094.139,2599.42
"2009-08-12",4535.707,3699.305,2928.198,3522.466,5130.768,4423.501,5335.006,1451.25,2990.713,2465.144
"2009-08-13",4612.985,3784.332,2931.989,3532.09,5084.857,4392.982,5442.09,1452.793,3000.903,2444.836
"2009-08-14",4528.44,3657.561,2830.979,3406.608,4856.463,4294.937,5330.867,1368.651,2877.381,2344.118
"2009-08-17",4180.479,3357.921,2670.693,3212.796,4580.952,4105.43,5046.817,1277.519,2687.504,2218.438
"2009-08-18",4243.55,3463.806,2710.989,3259.623,4646.264,4154.654,5025.84,1307.098,2702.828,2284.874
"2009-08-19",4011.852,3234.86,2583.562,3118.915,4561.221,4059.981,4777.037,1241.038,2623.293,2165.283
"2009-08-20",4284.586,3371.066,2687.777,3226.287,4689.345,4224.349,4979.422,1290.215,2691.042,2266.155
"2009-08-21",4403.464,3456.061,2733.224,3307.339,4804.183,4304.085,5043.783,1327.973,2756.501,2307.239
"2009-08-24",4512.038,3516.686,2763.442,3380.617,4871.699,4479.094,5018.092,1353.375,2787.35,2296.52
"2009-08-25",4393.192,3368.563,2683.583,3361.309,4816.682,4432.623,4741.571,1380.491,2737.96,2246.923
"2009-08-26",4421.568,3437.267,2785.27,3487.799,4934.924,4521.585,4803.427,1405.74,2802.488,2291.52
"2009-08-27",4330.782,3409.263,2785.519,3484.448,5012.135,4576.421,4759.975,1402.438,2888.846,2303.262
"2009-08-28",4121.442,3300.034,2727.79,3381.96,4958.767,4409.745,4557.689,1355.034,2819.93,2238.179
"2009-08-31",3746.051,3025.825,2543.348,3151.681,4687.91,4159.62,4247.575,1274.936,2624.454,2113.071
"2009-09-01",3723.726,2970.343,2521.775,3150.827,4692.56,4133.476,4353.559,1277.529,2715.223,2083.071
"2009-09-02",3815.893,2986.547,2531.336,3196.722,4688.253,4181.031,4478.772,1290.397,2702.737,2100.497
"2009-09-03",4062.725,3218.194,2654.934,3360.241,4860.558,4324.881,4728.01,1343.127,2785.283,2184.975
"2009-09-04",4065.049,3254.479,2679.915,3402.304,4931.417,4427.988,4753.876,1366.19,2800.647,2210.059
"2009-09-07",4073.111,3292.173,2695.802,3451.126,5111.583,4549.803,4776.004,1378.495,2840.476,2228.119
"2009-09-08",4215.499,3391.282,2746.038,3543.261,5181.065,4543.844,4869.507,1384.971,2880.822,2249.377
"2009-09-09",4284.186,3484.199,2790.046,3554.965,5075.463,4516.983,4874.753,1385.295,2881.218,2244.479
"2009-09-10",4241.091,3443.311,2757.689,3495.107,5040.048,4469.035,4837.764,1371.7,2851.344,2221.371
"2009-09-11",4339.893,3471.281,2786.201,3541.11,5083.009,4537.123,5034.292,1402.75,2893.702,2262.121
"2009-09-14",4387.935,3519.641,2837.014,3629.392,5180.141,4631.124,5109.201,1464.705,2991.305,2319.145
"2009-09-15",4426.221,3583.354,2835.528,3644.333,5158.168,4610.075,5095.903,1466.832,2996.153,2332.611
"2009-09-16",4372.839,3577.38,2797.102,3627.979,5111.233,4557.644,4980.826,1501.149,2978.294,2306.32
"2009-09-17",4463.317,3623.175,2865.907,3711.941,5168.264,4611.921,5068.415,1578.746,3080.784,2358.711
"2009-09-18",4309.803,3467.608,2785.186,3588.075,5051.827,4581.076,4861.704,1489.706,2961.667,2284.826
"2009-09-21",4310.827,3444.883,2819.946,3686.975,5091.654,4761.532,4831.904,1522.608,2985.033,2325.237
"2009-09-22",4142.363,3348.237,2760.951,3661.836,5134.745,4708.036,4693.868,1446.532,2971.231,2270.984
"2009-09-23",3999.694,3250.552,2704.731,3564.528,4988.973,4572.105,4617.062,1395.993,2988.677,2203.025
"2009-09-24",4017.878,3240.94,2668.211,3521.148,4928.005,4483.49,4759.155,1379.167,2946.694,2179.841
"2009-09-25",4000.021,3178.719,2648.475,3517.191,4964.066,4472.813,4726.924,1368.871,2948.7,2161.082
"2009-09-28",3860.588,3065.442,2580.845,3435.986,4912.16,4443.266,4579.193,1320.652,2916.613,2132.885
"2009-09-29",3858.579,3039.823,2561.72,3400.715,4854.53,4348.318,4641.074,1312.718,2844.763,2107.354
"2009-09-30",3911.778,3096.698,2576.971,3435.364,4875.361,4418.135,4688.854,1323.522,2856.326,2127.171
"2009-10-09",4213.406,3312.568,2700.273,3605.232,5033.028,4605.391,4919.363,1385.611,2940.207,2210.605
"2009-10-12",4138.579,3289.478,2691.937,3634.952,5044.815,4600.705,4903.43,1395.633,2932.128,2201.724
"2009-10-13",4235.963,3346.582,2721.776,3658.467,5041.157,4637.9,4987.05,1404.994,2956.284,2250.283
"2009-10-14",4317.044,3383.471,2742.287,3655.363,4984.31,4643.768,5049.349,1406.995,2950.924,2258.201
"2009-10-15",4361.79,3396.339,2738.826,3676.698,4899.963,4645.742,5083.908,1410.482,2938.462,2257.418
"2009-10-16",4417.42,3387.873,2750.357,3667.79,4905.823,4652.95,5077.981,1398.692,2896.368,2267.405
"2009-10-19",4543.672,3511.194,2804.776,3750.757,5005.05,4724.591,5227.95,1429.539,2925.09,2312.849
"2009-10-20",4582.292,3543.959,2846.028,3791.01,5189.696,4728.248,5320.913,1452.317,2982.037,2330.329
"2009-10-21",4547.864,3541.057,2824.094,3758.506,5095.843,4724.57,5340.503,1438.211,2931.913,2322.627
"2009-10-22",4507.402,3514.362,2809.487,3764.622,5086.06,4724.825,5294.319,1452.376,2910.085,2299.825
"2009-10-23",4679.009,3574.106,2846.533,3824.724,5113.785,4804.575,5413.588,1468.248,2940.336,2324.734
"2009-10-26",4654.486,3586.876,2844.852,3839.446,5063.531,4856.426,5419.797,1457.759,2920.912,2317.898
"2009-10-27",4453.78,3439.206,2768.815,3778.739,4974.756,4759.275,5269.79,1405.884,2887.461,2263.981
"2009-10-28",4515.446,3454.772,2785.558,3843.032,5035.392,4798.789,5251.813,1430.522,2907.813,2295.186
"2009-10-29",4373.294,3328.458,2730.081,3797.142,4974.155,4763.577,5112.9,1396.643,2848.064,2258.659
"2009-10-30",4408.32,3362.095,2756.864,3845.55,5028.522,4902.266,5166.564,1404.607,2855.503,2260.777
"2009-11-02",4539.644,3444.314,2824.753,3984.223,5146.774,5125.472,5400.114,1432.341,2927.074,2289.49
"2009-11-03",4590.016,3511.33,2866.119,4027.091,5191.374,5150.98,5457.405,1466.856,2930.295,2333.123
"2009-11-04",4606.202,3560.577,2879.835,4013.995,5289.96,5174.291,5475.241,1497.428,2959.259,2329.001
"2009-11-05",4637.466,3566.213,2914.917,4041.594,5295.674,5178.606,5466.79,1516.783,2965.92,2346.651
"2009-11-06",4645.609,3618.419,2941.878,4067.941,5248.788,5157.969,5486.467,1515.978,2976.659,2361.336
"2009-11-09",4617.733,3678.508,2955.008,4072.714,5283.198,5164.803,5486.032,1536.794,2968.93,2401.073
"2009-11-10",4615.415,3648.794,2969.253,4110.628,5341.51,5189.173,5513.349,1524.538,2951.261,2386.923
"2009-11-11",4571.48,3633.758,2977.135,4122.833,5412.975,5221.06,5486.967,1538.611,2935.371,2370.561
"2009-11-12",4568.749,3653.2,2986.448,4179.954,5519.018,5224.26,5458.689,1534.692,2946.573,2373.655
"2009-11-13",4546.079,3654.459,3018.206,4250.369,5617.457,5250.446,5477.749,1556.617,2957.258,2395.067
"2009-11-16",4805.503,3786.59,3090.883,4332.035,5757.76,5415.057,5634.571,1589.38,3045.486,2443.319
"2009-11-17",4794.214,3787.092,3086.03,4317.581,5748.671,5420.875,5654.789,1591.677,3035.488,2447.919
"2009-11-18",4884.917,3788.575,3072.021,4303.859,5757.329,5493.348,5631.092,1586.127,3097.286,2477.6
"2009-11-19",4898.124,3823.179,3101.544,4333.248,5731.682,5496.346,5618.316,1643.67,3095.371,2508.703
"2009-11-20",4837.727,3807.946,3098.932,4319.99,5771.367,5451.908,5606.947,1658.168,3078.805,2491.148
"2009-11-23",4890.24,3879.261,3134.096,4431.353,5949.082,5523.467,5609.207,1677.625,3081.746,2483.865
"2009-11-24",4729.507,3782.526,3008.332,4234.004,5735.609,5229.526,5469.959,1588.063,2967.585,2373.921
"2009-11-25",4852.611,3939.848,3071.566,4377.446,5948.878,5304.837,5541.696,1627.602,3014.904,2414.436
"2009-11-26",4692.069,3809.624,2952.353,4171.613,5661.812,5091.53,5310.057,1567.823,2900.948,2321.032
"2009-11-27",4554.804,3621.037,2896.735,4084.488,5563.909,5067.745,5133.704,1516.689,2878.821,2292.407
"2009-11-30",4741.555,3759.687,3016.377,4292.446,5943.552,5270.949,5293.1,1571.393,2980.1,2357.381
"2009-12-01",4774.798,3872.846,3064.671,4366.949,6078.857,5367.508,5326.882,1619.99,2995.097,2386.873
"2009-12-02",4818.263,3961.384,3083.784,4403.171,6055.411,5397.721,5380.145,1634.761,3015.808,2399.976
"2009-12-03",4852.977,3971.474,3096.309,4391.807,6054.939,5400.905,5336.263,1628.631,2998.339,2400.073
"2009-12-04",4940.492,3940.486,3091.186,4340.676,5920.789,5335.068,5574.558,1579.414,3044.209,2406.769
"2009-12-07",4934.511,3958.639,3124.615,4382.298,6069.39,5423.074,5604.188,1619.023,3042.762,2415.865
"2009-12-08",4851.617,3933.348,3079.666,4373.457,6013.742,5398.973,5512.473,1621.806,3006.277,2389.331
"2009-12-09",4784.927,3852.689,3007.874,4356.179,5957.168,5298.407,5381.003,1606.141,2993.974,2338.214
"2009-12-10",4784.157,3888.814,3033.303,4384.374,6056.166,5354.177,5408.172,1610.635,3004.737,2346.816
"2009-12-11",4774.428,3893.54,3036.556,4376.204,6100.828,5346.864,5400.517,1594.381,2984.947,2339.056
"2009-12-14",4852.568,3933.062,3060.852,4379.181,6076.044,5321.266,5486.374,1578.583,3051.942,2353.137
"2009-12-15",4855.018,3916.7,3044.946,4375.782,6064.174,5345.803,5388.883,1589.103,3076.158,2341.171
"2009-12-16",4824.246,3865.996,3024.715,4330.591,5985.652,5373.183,5370.26,1589.571,3088.924,2330.483
"2009-12-17",4689.548,3746.498,2949.119,4208.368,5815.895,5196.328,5277.053,1563.888,3146.325,2296.981
"2009-12-18",4581.711,3613.227,2882.522,4082.637,5667.978,5112.467,5152.504,1503.05,3131.437,2247.838
"2009-12-21",4558.691,3622.48,2901.397,4123.916,5830.582,5145.851,5126.098,1519.369,3100.157,2265.954
"2009-12-22",4371.378,3498.946,2823.572,4035.257,5758.846,5112.312,4982.884,1507.64,3121.514,2222.274
"2009-12-23",4399.108,3533.282,2857.011,4124.996,5868.676,5221.619,4996.249,1567.068,3200.998,2230.968
"2009-12-24",4610.72,3686.521,2937.028,4246.987,6098.171,5357.155,5114.052,1613.234,3266.674,2273.458
"2009-12-25",4578.098,3671.678,2939.541,4262.673,6077.077,5434.928,5067.491,1645.275,3248.884,2260.717
"2009-12-28",4652.609,3741.922,2978.31,4349.028,6121.001,5444.599,5155.846,1671.386,3258.831,2282.43
"2009-12-29",4679.985,3760.197,2984.554,4379.78,6129.651,5465.225,5211.075,1654.112,3272.436,2284.739
"2009-12-30",4757.18,3792.706,3002.993,4373.087,6065.227,5447.808,5390.261,1639.876,3300.948,2319.061
"2009-12-31",4748.787,3805.854,3017.082,4398.493,6151.376,5463.972,5418.581,1656.908,3338.187,2325.167
"2010-01-04",4685.249,3788.439,3001.649,4376.708,6133.055,5416.073,5310.385,1696.515,3317.52,2308.114
"2010-01-05",4811.872,3842.86,3016.829,4318.538,6137.186,5425.607,5350.471,1748.081,3410.631,2311.542
"2010-01-06",4808.797,3857.305,3027.066,4268.859,6045.597,5427.96,5279.18,1741.441,3346.059,2302.298
"2010-01-07",4714.666,3783.124,2979.037,4141.742,5895.276,5308.65,5184.702,1696.657,3229.954,2258.458
"2010-01-08",4661.093,3758.332,2989.557,4169.882,5903.914,5332.327,5219.096,1747.858,3266.905,2270.771
"2010-01-11",4649.957,3767.742,3010.839,4120.6,5854.645,5379.292,5214.874,1807.184,3291.665,2281.33
"2010-01-12",4728.335,3818.967,3077.586,4214.66,6025.577,5522.179,5246.805,1827.151,3485.059,2320.981
"2010-01-13",4496.757,3682.119,3022.941,4162.439,6007.346,5581.923,4983.368,1848.111,3568.103,2292.823
"2010-01-14",4539.518,3722.302,3080.548,4282.288,6225.154,5707.967,5023.479,1890.946,3583.907,2314.813
"2010-01-15",4521.285,3728.91,3108.152,4300.17,6236.377,5732.151,5054.195,1893.186,3552.751,2314.546
"2010-01-18",4507.512,3760.498,3162.636,4363.47,6332.271,5762.858,5031.124,1925.825,3623.095,2335.554
"2010-01-19",4542.457,3782.515,3154.105,4342.068,6270.455,5713.814,5068.662,1900.625,3538.345,2329.892
"2010-01-20",4371.355,3636.002,3070.303,4180.697,6077.934,5578.206,4913.456,1794.77,3387.202,2289.917
"2010-01-21",4289.127,3587.392,3073.889,4191.395,6097.427,5602.764,5004.845,1799.352,3418.064,2294.998
"2010-01-22",4183.182,3472.111,3012.389,4100.605,5952.442,5547.603,5035.36,1736.712,3350.737,2259.707
"2010-01-25",4158.683,3434.512,2968.513,4032.589,5976.032,5505.087,4960.67,1738.191,3278.132,2249.403
"2010-01-26",4007.821,3316.815,2873.094,3950.657,5858.282,5320.738,4875.75,1680.149,3245.22,2192.808
"2010-01-27",4005.293,3263.171,2853.101,3934.081,5761.202,5269.393,4763.479,1694.253,3249.943,2188.721
"2010-01-28",4026.041,3264.996,2886.609,3995.585,5871.422,5380.605,4720.122,1754.17,3266.779,2194.738
"2010-01-29",3998.702,3260.563,2883.917,3999.498,5931.847,5478.113,4705.396,1775.831,3278.482,2189.232
"2010-02-01",3859.512,3159.132,2825.514,3961.283,5946.332,5538.733,4659.154,1748.675,3163.074,2160.345
"2010-02-02",3864.991,3188.432,2803.097,3943.007,5852.855,5486.072,4658.819,1725.199,3110.942,2148.022
"2010-02-03",4077.779,3282.254,2860.112,4008.685,5845.906,5430.22,4816.373,1724.761,3153.742,2195.914
"2010-02-04",4015.089,3245.33,2862.724,4009.724,5915.79,5429.021,4792.389,1752.1,3163.531,2206.314
"2010-02-05",3880.215,3148.351,2824.165,3921.558,5885.719,5361.418,4697.099,1722.898,3105.974,2175.398
"2010-02-08",3905.11,3156.231,2827.599,3933.59,5885.177,5370.138,4676.127,1696.104,3079.83,2174.11
"2010-02-09",3935.222,3201.451,2843.719,3925.647,5857.099,5369.038,4707.054,1686.188,3064.556,2190.504
"2010-02-10",3995.12,3245.487,2879.386,3980.35,5902.586,5488.512,4780.891,1709.402,3119.61,2200.955
"2010-02-11",3998.295,3284.612,2874.116,4005.092,5926.45,5487.353,4778.592,1701.874,3122.418,2197.664
"2010-02-12",4062.462,3335.947,2887.386,4061.975,5955.226,5459.25,4823.662,1724.081,3141.263,2206.429
"2010-02-22",4019.247,3325.85,2896.631,4025.068,5892.381,5477.112,4783.518,1707.812,3111.787,2202.864
"2010-02-23",3942.309,3292.774,2890.823,4068.686,5816.582,5478.904,4678.843,1742.316,3148.208,2206.667
"2010-02-24",3988.348,3351.975,2943.808,4134.033,5889.322,5622.604,4721.58,1776.485,3236.308,2247.575
"2010-02-25",4049.829,3381.719,2977.502,4201.462,5936.896,5654.632,4821.253,1794.022,3251.836,2263.578
"2010-02-26",4010.015,3345.913,2975.672,4210.86,5882.153,5685.287,4811.615,1809.346,3276.805,2252.058
"2010-03-01",4068.33,3420.166,3004.113,4221.691,5909.065,5720.519,4888.139,1824.724,3280.607,2275.993
"2010-03-02",4006.602,3373.313,2995.876,4206.57,5883.183,5694.195,4894.188,1836.69,3268.25,2273.58
"2010-03-03",4037.326,3411.116,3027.107,4260.469,5937.122,5709.773,4906.902,1867.975,3282.09,2296.609
"2010-03-04",3949.953,3314.518,2949.499,4139.735,5788.239,5557.575,4791.893,1789.76,3188.533,2240.867
"2010-03-05",3939.795,3328.315,2957.68,4166.38,5786.665,5584.701,4809.801,1790.43,3184.16,2235.957
"2010-03-08",3980.521,3362.49,2978.443,4194.809,5772.696,5620.114,4859.329,1803.495,3165.796,2243.579
"2010-03-09",4040.285,3371.764,2972.874,4204.808,5763.821,5586.753,4921.698,1792.096,3159.261,2245.696
"2010-03-10",4006.443,3366.071,2932.257,4147.584,5734.057,5514.263,4889.471,1771.334,3154.759,2227.029
"2010-03-11",4011.532,3346.053,2921.018,4104.907,5701.186,5479.005,4914.283,1756.494,3160.831,2225.344
"2010-03-12",3962.515,3302.264,2878.129,4051.255,5640.67,5400.063,4850.679,1736.854,3095.405,2194.809
"2010-03-15",3874.753,3229.733,2843.605,3991.181,5537.043,5368.258,4779.819,1701.768,3049.421,2186.979
"2010-03-16",3859.395,3242.261,2859.619,4017.554,5540.021,5391.595,4834.377,1723.227,3061.317,2193.354
"2010-03-17",3934.706,3314.88,2925.177,4115.094,5646.201,5503.648,4940.161,1781.985,3124.347,2226.404
"2010-03-18",3948.823,3307.905,2913.365,4121.072,5632.564,5468.296,4926.185,1803.627,3119.787,2218.18
"2010-03-19",3994.159,3371.184,2935.434,4152.216,5666.268,5485.572,4949.314,1829.89,3117.203,2229.924
"2010-03-22",4009.405,3360.42,2952.077,4187.565,5657.162,5500.858,4962.27,1849.674,3110.22,2234.508
"2010-03-23",4012.713,3338.061,2925.969,4159.599,5656.063,5450.81,4905.836,1822.874,3074.285,2218.041
"2010-03-24",3996.615,3322.61,2936.386,4163.803,5715.766,5458.038,4906.614,1813.44,3082.538,2225.629
"2010-03-25",3939.222,3285.302,2893.355,4089.726,5638.814,5393.1,4829.847,1806.258,3051.022,2190.44
"2010-03-26",3994.643,3319.144,2933.417,4153.339,5695.045,5419.163,4914.299,1832.518,3067.158,2219.512
"2010-03-29",4135.401,3393.823,2990.365,4221.849,5779.71,5517.935,5082.004,1828.28,3091.212,2247.353
"2010-03-30",4163.5,3399.123,2991.486,4255.593,5763.975,5506.329,5098.227,1829.209,3090.193,2238.827
"2010-03-31",4101.375,3367.048,2980.796,4239.76,5715.074,5507.465,5065.648,1838.771,3053.615,2251.981
"2010-04-01",4153.264,3427.739,3025.424,4304.993,5778.744,5581.39,5129.201,1874.959,3066.478,2280.27
"2010-04-02",4232.132,3476.978,3051.615,4334.296,5690.17,5605.347,5128.793,1879.682,3003.54,2273.858
"2010-04-06",4274.514,3488.223,3052.162,4292.367,5678.117,5619.03,5114.015,1868.41,3032.557,2264.09
"2010-04-07",4241.894,3479.307,3048.531,4263.873,5686.864,5665.392,5061.519,1880.774,3033.3,2258.67
"2010-04-08",4128.791,3440.935,3032.049,4224.722,5628.802,5777.599,4976.124,1918.28,2996.988,2246.014
"2010-04-09",4176.943,3476.504,3057.983,4272.507,5667.629,5850.46,5016.924,1958.679,3054.15,2269.255
"2010-04-12",4128.534,3464.756,3066.06,4244.833,5630.65,5983.389,4913.786,2033.56,3101.363,2281.665
"2010-04-13",4209.353,3484.286,3077.169,4225.286,5679.59,6046.937,5028.453,2003.883,3104.945,2287.051
"2010-04-14",4213.965,3529.275,3092.014,4248.204,5797.685,6124.981,5014.33,2024.514,3073.741,2291.807
"2010-04-15",4267.572,3514.057,3076.583,4207.981,5797.312,6028.778,5006.916,1997.823,3061.932,2282.743
"2010-04-16",4174.279,3477.794,3059.125,4199.212,5790.266,5998.702,4920.592,2034.499,3053.437,2263.648
"2010-04-19",3925.649,3276.251,2900.207,3984.242,5637.284,5915.644,4616.16,1951.323,2911.199,2187.041
"2010-04-20",3912.667,3292.608,2915.266,3933.895,5698.729,6175.068,4567.833,2044.817,2879.907,2191.526
"2010-04-21",4013.018,3352.528,2977.685,4045.994,5853.598,6305.601,4632.704,2090.126,2929.163,2269.943
"2010-04-22",3971.907,3350.017,2946.876,4061.732,5896.132,6308.928,4522.529,2103.858,2867.374,2270.979
"2010-04-23",3987.87,3319.127,2943.041,4003.341,5832.946,6333.152,4526.789,2064.529,2793.542,2252.842
"2010-04-26",3959.303,3295.87,2946.352,4002.969,5685.062,6380.357,4477.372,2070.065,2871.195,2257.476
"2010-04-27",3870.627,3200.637,2865.178,3934.609,5529.27,6293.316,4405.189,2027.625,2924.564,2233.86
"2010-04-28",3862.846,3192.507,2837.416,3926.934,5500.93,6255.843,4404.3,2043.463,2908.945,2194.282
"2010-04-29",3797.564,3130.349,2787.002,3841.282,5459.517,6004.104,4413.358,1951.886,2849.158,2158.466
"2010-04-30",3842.663,3133.355,2773.913,3775.6,5346.188,5916.136,4483.103,1913.077,2759.309,2174.457
"2010-05-04",3816.229,3108.329,2748.308,3714.818,5361.361,6045.492,4346.191,1872.433,2747.75,2153.873
"2010-05-05",3787.548,3102.06,2795.462,3752.303,5503.558,6199.013,4355.239,1914.76,2707.422,2152.553
"2010-05-06",3525.428,2975.253,2684.891,3604.717,5362.661,6051.708,4120.606,1891.625,2572.488,2088.33
"2010-05-07",3366.989,2906.63,2614.807,3487.79,5381.434,5885.721,4079.601,1814.94,2521.19,2032.864
"2010-05-10",3425.099,2921.225,2603.14,3492.087,5379.266,5755.175,4159.368,1736.734,2560.128,2046.166
"2010-05-11",3381.133,2912.37,2543.402,3408.768,5271.1,5596.868,4051.012,1700.77,2536.623,2005.226
"2010-05-12",3392.341,2898.088,2534.303,3406.656,5152.129,5538.608,4151.663,1685.895,2524.637,2005.154
"2010-05-13",3499.456,2974.237,2599.432,3516.499,5266.481,5786.842,4228.439,1716.634,2614.721,2035.049
"2010-05-14",3469.471,2956.309,2586.21,3492.175,5285.755,5907.862,4171.479,1766.629,2597.457,2046.608
"2010-05-17",3260.093,2795.001,2430.929,3276.999,5057.65,5647.221,3962.551,1651.806,2470.399,1960.49
"2010-05-18",3353.13,2824.672,2477.644,3331.284,5098.59,5645.802,4092.34,1663.215,2479.867,1972.31
"2010-05-19",3366.422,2818.966,2476.677,3345.618,5123.005,5622.699,4053.352,1663.433,2463.598,1973.346
"2010-05-20",3340.956,2783.598,2448.783,3332.912,5074.234,5525.326,3987.267,1624.926,2416.915,1945.784
"2010-05-21",3379.887,2829.45,2495.248,3410.506,5181.649,5550.456,4049.653,1661.2,2418.695,1951.135
"2010-05-24",3529.545,2940.456,2594.754,3561.247,5325.552,5816.623,4194.293,1732.682,2499.53,2002.597
"2010-05-25",3424.998,2903.083,2545.835,3498.892,5224.349,5872.64,4079.47,1719.674,2439.025,1965.047
"2010-05-26",3411.451,2899.519,2557.74,3496.418,5200.625,5808.516,4079.593,1752.447,2464.748,1967.585
"2010-05-27",3482.551,2972.541,2609.757,3555.452,5294.693,5916.215,4125.667,1796.631,2501.123,1992.044
"2010-05-28",3478.624,2968.05,2595.081,3546.116,5288.258,6028.166,4094.27,1794.391,2550.233,1981.613
"2010-05-31",3371.196,2867.416,2515.151,3464.389,5219.689,5960.685,3987.778,1715.899,2474.147,1938.184
"2010-06-01",3320.466,2852.357,2483.873,3425.17,5194.03,5859.81,3949.951,1687.905,2410.458,1919.25
